date,log_dp,log_dy,log_ep,log_de,bm,ntis,tbl,lty,ltr,tml,dfy,dfr,infl_lag,target
1937-05-01,-2.9994291354353173,-2.9994291354353173,-2.648946161744506,-0.3504829736908111,0.4893824051284986,0.028278063102959185,0.0040999999999999995,0.0282,0.0053,0.0241,0.015099999999999995,-0.0013,-2.9994291354353173,-0.006040666666666666
1937-06-01,-2.908720896564361,-2.908720896564361,-2.5773637606099187,-0.3313571359544425,0.5049610205527995,0.031266166536589174,0.0036,0.0285,-0.0018,0.024900000000000002,0.0165,0.0071,-2.908720896564361,-0.054103
1937-07-01,-3.0345600368314933,-3.0345600368314933,-2.6608851157025533,-0.3736749211289402,0.4646486603988914,0.027224932048796318,0.0028000000000000004,0.0277,0.0138,0.0249,0.016600000000000004,-0.009899999999999999,-3.0345600368314933,0.09875766666666666
1937-08-01,-3.00659782359125,-3.00659782359125,-2.5899928888486277,-0.41660493474262267,0.4819345020010146,0.03106441276767244,0.0029,0.0286,-0.0104,0.0257,0.016799999999999995,0.0087,-3.00659782359125,-0.05142466666666667
1937-09-01,-2.883130596639605,-2.883130596639605,-2.422914973760032,-0.46021562287957263,0.5531474412887365,0.03584672562597647,0.0031,0.0284,0.0045,0.025300000000000003,0.018800000000000004,-0.0019999999999999996,-2.883130596639605,-0.13986833333333334
1937-10-01,-2.762926811328044,-2.762926811328044,-2.3405121449061066,-0.42241466642193765,0.6174176776429809,0.040958563617450344,0.002,0.0283,0.0042,0.026299999999999997,0.0225,0.0025000000000000005,-2.762926811328044,-0.10288866666666666
1937-11-01,-2.6435679371726084,-2.6435679371726084,-2.2594255985332654,-0.38414233863934305,0.6924198250728862,0.04203301838525729,0.0009,0.0278,0.0096,0.026899999999999997,0.025799999999999997,-0.002899999999999999,-2.6435679371726084,-0.08436400000000001
1937-12-01,-2.579269411236285,-2.579269411236285,-2.2339082271978263,-0.34536118403845883,0.7074886222589988,0.0317777281906668,0.0011,0.0273,0.0082,0.0262,0.025200000000000007,-0.0015000000000000005,-2.579269411236285,-0.045919666666666664
1938-01-01,-2.6008209461898355,-2.6008209461898355,-2.2954357805000587,-0.3053851656897771,0.7015672437843603,0.038804018301637315,0.001,0.0271,0.0057,0.026099999999999998,0.027199999999999995,-0.0019000000000000002,-2.6008209461898355,0.012079666666666667
1938-02-01,-2.668286544201473,-2.668286544201473,-2.405274282702905,-0.26301226149856805,0.6595186670780624,0.032249962068935635,0.0008,0.0268,0.0052,0.026000000000000002,0.027699999999999995,-0.0042,-2.668286544201473,0.06569033333333332
1938-03-01,-2.3885275227947704,-2.3885275227947704,-2.1705253709809793,-0.21800215181379107,0.8923698837796866,0.0338481246954638,0.0008,0.0273,-0.0037,0.026500000000000003,0.0308,-0.004999999999999999,-2.3885275227947704,-0.25417266666666666
1938-04-01,-2.5378286164598287,-2.5378286164598287,-2.373789908289595,-0.16403870817023325,0.7907934802077736,0.02716336332347068,0.0009,0.0259,0.021,0.024999999999999998,0.03169999999999999,-0.0072000000000000015,-2.5378286164598287,0.142592
